,sizeLoansUSD,sizeCollateralUSD,sizeReimbursementsUSD,numLoansUser,maximumDebt,atTimeMaximumDebtCollateralProvided,numReimbursementsUser,ratioCollateralToLoans,averageOfDailyCollateralToDebt,numTransactionsUser,timeStampFirstAnyTransactionAccount,borrowerAgeInYears,loan_repay_percentage,label,numLoans,firstLoanTimestamp,lastLoanTimestamp,numReimbursements,firstReimbursementTimestamp,lastReimbursementTimestamp,numSupplyCollateral,firstSupplyCollateralTimestamp,lastSupplyCollateralTimestamp,numWithdrawCollateral,firstWithdrawCollateralTimestamp,lastWithdrawCollateralTimestamp
87,4501282.047276092,11100747.157322697,4499750.909786926,2,4501282.047276092,11100747.157322697,1,2.4661301026538003,2.45460273912171,10,1663293659.0,-52.1949901065449,1.0,3,2,1663294175,1663294775,1,1663858499,1663858499,3,1663294091,1663294715,3,1663858571,1664681675
88,253488.9373685902,819979.787732243,253985.77486595564,6,169595.00468908896,717841.6441832877,2,3.2347754353474465,5.91472860826424,12,1663253555.0,-52.19371841704719,1.0,3,6,1663255559,1667949155,2,1667750207,1668032963,2,1663255559,1668012803,2,1668032855,1668033023
89,3007.5224496371056,11519.92058926449,3007.524317308547,1,3007.5224496371056,11519.92058926449,1,3.8303689439307456,1.0,5,1652187043.0,-51.84280162354135,0.0,0,1,1661608218,1661608218,1,1661608721,1661608721,1,1661608116,1661608116,1,1669398215,1669398215
90,671763.1119194812,971171.6637474528,884.1883004405222,5,671581.1304882703,1237449.2305346543,2,1.4457055567883865,2.052952845781667,14,1669585031.0,-52.39448820395738,1.0,3,5,1669589963,1674506603,2,1671388991,1673701967,8,1669589963,1672671071,1,1671203423,1671203423
91,13703.07725705985,12516.040489281651,8502.145355998033,5,6901.446022996532,11305.724160147969,4,0.9133744380542965,2.739117782901543,11,1598883883.0,-50.15256950786403,1.0,3,5,1663298363,1673008991,4,1663775687,1672499819,1,1663298147,1663298147,0,0,0
92,4019.296508428156,7912.853957340572,135.57992518234806,20,3885.8866842174893,8271.441284103976,1,1.968716152378389,2.8379342158446597,32,1568941538.0,-49.20310397640792,1.0,3,20,1663539443,1674356375,1,1668229247,1668229247,30,1662892803,1674356375,2,1673512679,1673684051
93,399853.2028048774,1067116.048298217,400422.77512192185,1,399853.2028048774,1067116.048298217,1,2.66876954045296,2.471220298719441,5,1609465718.0,-50.48811729452055,1.0,3,1,1668035399,1668035399,1,1668985619,1668985619,1,1668035399,1668035399,1,1668986243,1668986243
94,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0,1659709628.0,-52.08134122907154,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,40073.124551799134,132554.3324177778,40134.71323019457,3,40105.00733602144,132149.97133726114,1,3.307811255057889,3.476286821792409,6,1596448741.0,-50.0753516615931,1.0,3,3,1663964591,1665217895,1,1667987579,1667987579,3,1663964591,1665217895,1,1667993351,1667993351
96,665.707016345932,1227.9475199855344,665.815215987534,1,665.707016345932,1227.9475199855344,1,1.84457650262685,1.84457650262685,5,1653128124.0,-51.87264310629122,0.0,0,1,1664969807,1664969807,1,1665019247,1665019247,1,1664969555,1664969555,1,1665019403,1665019403
97,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0,1590356234.0,-49.882159531963474,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2302159.517709428,3769446.3216301575,0.0,4,2302159.517709428,3284654.0664482177,0,1.6373523609609082,2.1809401176557732,16,1604779923.0,-50.339531709791984,1.0,3,4,1673235047,1673271635,0,0,0,6,1673234831,1673271803,0,0,0
99,1101.0328128175524,2568.5038288799187,100.02356042562319,1,1101.0328128175524,2568.5038288799187,1,2.332813154139426,3.07218296864785,4,1673208191.0,-52.509377853881276,1.0,3,1,1673253695,1673253695,1,1674950723,1674950723,1,1673253419,1673253419,0,0,0
100,6380.399824040811,8877.240130915188,3454.8177887504216,11,5521.533774527013,8738.310533669799,3,1.3913297560862083,2.4058218561857476,20,1588242234.0,-49.81512503170979,1.0,3,11,1663353623,1673618135,3,1671233195,1674418859,8,1663353623,1672603451,0,0,0
101,8721.815103947607,22451.38622645187,8765.116124891842,1,8721.815103947607,22451.38622645187,1,2.5741644323886295,2.476440084036967,4,1661580374.0,-52.140662195585996,1.0,3,1,1661581628,1661581628,1,1668014207,1668014207,1,1661581628,1661581628,1,1668014255,1668014255
102,101638.957238197,203052.23528439086,59248.459804028906,3,101560.30239613877,136585.42911213494,2,1.997779599494766,3.0791484987038884,9,1512843875.0,-47.424258751902585,1.0,3,3,1662891670,1665006143,2,1665008219,1670346491,3,1662891583,1668347603,1,1670345843,1670345843
103,24685.9799779328,33438.88676432746,2672.2398610796245,16,22043.09550226435,34144.21107710983,5,1.3545699540475615,1.5913766764291046,30,1636453632.0,-51.343898433536275,1.0,3,16,1666968299,1674469139,5,1667563799,1674025991,13,1666968299,1674199691,1,1667076683,1667076683
104,1739136.6034044286,3152825.613743273,1747115.150141029,1,1739136.6034044286,3152825.613743273,3,1.8128682977354926,1.904130701279535,6,1637162532.0,-51.366377505073565,1.0,3,1,1667801927,1667801927,3,1667967635,1672432007,1,1667801663,1667801663,1,1672432079,1672432079
105,900.3641901013341,1295.7258411569917,0.0,1,900.3641901013341,1295.7258411569917,0,1.439113033817083,1.5423525914218101,3,1613714584.0,-50.622847951547435,1.0,3,1,1665981563,1665981563,0,0,0,1,1665981503,1665981503,0,0,0
106,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0,1680744551.0,-52.748354261796045,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0,1663291931.0,-52.194935312024356,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,4246.1555286338335,5016.60115877406,150.11449759059468,2,4097.867100871413,8316.72195484,1,1.1814454569421087,1.8880380176791696,4,1616525555.0,-50.71198325722983,1.0,3,2,1672922543,1674820739,1,1672925459,1672925459,1,1672922435,1672922435,0,0,0
109,12348.876409880519,16558.707480849123,12358.733343260626,3,11751.594423097717,18751.398765030164,5,1.3409080252516137,1.566946233896957,19,1659748740.0,-52.08258146245561,1.0,3,3,1672431479,1674014903,5,1673979815,1674120083,3,1672431371,1674014315,7,1673980043,1674120299
110,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0,1586630782.0,-49.76402622399797,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,55570.681498995684,101600.59798265489,2166.272718429528,3,54912.567737705846,100774.17316157403,3,1.82831297443223,2.160394704478372,9,1672239683.0,-52.47866666666667,1.0,3,3,1674502367,1674669347,3,1674505079,1674905435,4,1674502367,1674669011,0,0,0
112,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0,1654710073.0,-51.922806380010144,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,2949749.8891957887,4030433.7710362026,2960010.269633807,4,2444829.092693331,3945662.3671598197,15,1.366364580874702,1.7284185696694883,27,1615086478.0,-50.666350424911215,1.0,3,4,1665135803,1668105779,15,1665784919,1668789467,4,1665134975,1668630611,3,1668160031,1668789575
114,10014.97848866154,20350.166183447916,10015.669500144304,1,10014.97848866154,20350.166183447916,1,2.0319730298459815,1.0,5,1661637025.0,-52.14245858701167,0.0,0,1,1661827343,1661827343,1,1661881485,1661881485,1,1661827259,1661827259,1,1661881572,1661881572
115,12044935.59159941,39027965.0017296,9651189.115826197,14,9031949.683092158,16016967.299447516,16,3.2401970691274733,2.263381510617189,53,1593497013.0,-49.981752980720444,1.0,3,14,1661476414,1674602699,16,1666383215,1674431759,19,1661476363,1671213299,22,1661810702,1674601967
116,3502.8990649470275,3023.0418570004076,538.0720352206772,3,2967.577749154648,3998.1327209607844,1,0.8630114088217736,1.6809687627366507,6,1610807173.0,-50.53065455352613,1.0,3,3,1668380591,1674573335,1,1668945983,1668945983,2,1668380591,1672277855,0,0,0
117,119.96985905863377,153.81065253164317,119.96985905863377,1,119.96985905863377,152.29560956867635,1,1.2820774629440062,1.0,5,1668452315.0,-52.3585700152207,0.0,0,1,1674150755,1674150755,1,1674151067,1674151067,2,1674150755,1674155903,1,1674155123,1674155123
118,24993.293499830044,39289.599230679996,12514.13804501793,1,24993.293499830044,39289.599230679996,2,1.572005675480391,2.8389612350234628,4,1648803384.0,-51.735506500507356,1.0,3,1,1667297771,1667297771,2,1667985791,1667999567,1,1667297771,1667297771,0,0,0
119,801.1588019425299,2399.0173204442385,801.1630050218945,1,801.1588019425299,2399.0173204442385,1,2.994434205337894,1.0,5,1608087519.0,-50.44441489091832,0.0,0,1,1669611875,1669611875,1,1669616375,1669616375,1,1669611767,1669611767,1,1669616459,1669616459
120,60199.768328774444,120185.08393429578,18763.779021576964,7,55108.55809679385,77298.80377644121,3,1.9964376486952258,2.1198472013234557,21,1533219118.0,-48.07035346905124,1.0,3,7,1672689407,1674241403,3,1673023955,1674255119,11,1672689407,1675112303,6,1673023955,1674835067
121,1103.7775370820177,1347.208353111565,1104.720213980694,1,1103.7775370820177,1342.68793977738,3,1.2205433684337235,1.2153934030572398,8,1510899276.0,-47.362595922120754,1.0,3,1,1672010255,1672010255,3,1672109399,1672111307,2,1661579476,1672010255,4,1661721824,1672111307
122,12007.939304288866,23496.499332424646,6630.004227656979,2,12014.956138237108,24473.908944692557,1,1.9567470102078564,2.996659829762135,5,1596230723.0,-50.068438356164386,1.0,3,2,1662617039,1662882361,1,1667983895,1667983895,2,1662617039,1662882223,0,0,0
123,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0,1680867107.0,-52.7522404870624,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,27179.078854944706,52016.405491886624,15055.469776693251,3,17180.485136811803,24329.87978530708,2,1.913839897573396,2.1592644115951227,11,1625752955.0,-51.00458219178082,1.0,3,3,1665471851,1674408815,2,1666005911,1674605711,3,1665418823,1674398663,3,1665478751,1666006427
125,200.41831084429685,823.7800251743183,200.42165783008795,1,200.41831084429685,333.1675898873575,1,4.110303203853991,1.0,7,1649197757.0,-51.74801198630137,0.0,0,1,1669129247,1669129247,1,1669142171,1669142171,3,1669129247,1669145735,2,1669173359,1669173359
126,500.21107379034936,1239.1115016452136,500.21107379034936,2,300.2131226787979,525.448787752214,2,2.4771772688993994,1.0,14,1649999941.0,-51.77344907407407,0.0,0,2,1669904831,1671128531,2,1669905011,1671128663,3,1668083195,1671128303,3,1668083387,1671128819
127,12207.089133978725,30247.088101846188,12244.520449470165,2,12207.276070484693,19509.72584328907,1,2.47782970779272,2.7639016687396896,7,1668259631.0,-52.3524600456621,1.0,3,2,1671211895,1672329755,1,1674852467,1674852467,3,1671211895,1672331567,0,0,0
128,1695.9853328566705,1885.0301528289679,93.9078735712238,12,1602.6704882904344,2191.321708700858,1,1.1114660700832097,1.5897823731467298,20,1559194370.0,-48.89402330669711,1.0,3,12,1670594159,1674882407,1,1671478175,1671478175,5,1670594099,1674274043,0,0,0
129,31975.11610970007,55451.274854186326,31988.373884603185,3,31081.380685416614,51826.46618731484,2,1.7342008912162936,1.7915956687518708,13,1632113513.0,-51.20627416286149,1.0,3,3,1665164639,1665222299,2,1665218423,1668019055,5,1661575101,1665222299,2,1665128315,1669752011
130,100.3886902342166,144.001803176131,100.2668435061614,1,100.3886902342166,144.001803176131,2,1.4344424938721758,1.5788868453894989,10,1636300874.0,-51.33905450913242,0.0,0,1,1661811386,1661811386,2,1662922739,1662922922,2,1661810441,1661811308,1,1662923057,1662923057
131,11808.70397191579,17901.045719135625,7008.02965779969,2,7004.009571671604,9786.763752126915,2,1.5159195930145282,1.658956898535441,7,1659257620.0,-52.06700814941654,1.0,3,2,1670672315,1674749711,2,1670866931,1671261827,2,1670648663,1674748583,1,1671261863,1671261863
132,44871.47887006799,107456.16121840414,44951.47854241564,4,44731.47081321709,81887.40266699452,3,2.394754171788261,3.052136185871794,16,1615671796.0,-50.684910736935564,1.0,3,4,1667987555,1668095435,3,1668096839,1668372335,5,1667985719,1668100631,4,1668371675,1668372671
